Num_Jobs,Compress Time 1Compress Time 2Compress Time 3Non 1Non 2Non 3
100.0,1.1039770989999986,1.0002495349999998,1.0017026360000005,0.1886803790000002,0.186269835,0.19642545100000003
110.0,1.096145007,1.110993176999998,1.1038290139999996,0.21308352900000005,0.220565935,0.20424689500000018
120.0,1.2028876050000006,1.1921048520000013,1.1999668960000003,0.22460910600000009,0.23389601100000007,0.2333144729999998
130.0,1.3258408330000002,1.3145704540000003,1.312581571999999,0.24920842000000004,0.247359916,0.24654083100000024
140.0,1.4000692270000008,1.3757523219999999,1.398512274999999,0.2563795200000001,0.2683458569999996,0.25950717300000037
150.0,1.474550149000001,1.477351164,1.4958783279999996,0.2786607339999998,0.28498892499999995,0.28572164700000025
160.0,1.5955439350000007,1.575575848000003,1.5750967550000015,0.29397563599999993,0.2933015009999998,0.29089560800000014
170.0,1.6835242640000008,1.7054203729999997,1.6762061960000008,0.31931991600000004,0.3077092080000001,0.30994013400000037
180.0,1.798822888000001,1.7828424009999997,1.7694318409999978,0.3269000150000001,0.3263853299999999,0.32903703700000053
190.0,2.0645218230000006,1.885269374000001,1.867823406999999,0.35606114899999985,0.34300398399999976,0.37201286299999964
200.0,2.044070066999997,1.9924009470000001,2.0070354629999994,0.3686264249999999,0.3642906350000002,0.3573784249999998
